Date,Year,Month,Hour,Rhr,Ihr,Soil,ET0,ET0rain,ET Tech->,Ihrschedule
10/1/2011 0:00,2011,10,0,0,0,sandy loam,0.017,0,,0
10/1/2011 1:00,2011,10,1,0,0,sandy loam,0.017,0,,0
10/1/2011 2:00,2011,10,2,0,0,sandy loam,0.017,0,,0
10/1/2011 3:00,2011,10,3,0,0,sandy loam,0.017,0,,0
10/1/2011 4:00,2011,10,4,0,0,sandy loam,0.017,0,,0
10/1/2011 5:00,2011,10,5,0,0,sandy loam,0.017,0,,0
10/1/2011 6:00,2011,10,6,0,0,sandy loam,0.017,0.001,,0
10/1/2011 7:00,2011,10,7,0,0,sandy loam,0.017,0.01,,0
10/1/2011 8:00,2011,10,8,0,0,sandy loam,0.017,0.023,,0
10/1/2011 9:00,2011,10,9,0,0,sandy loam,0.017,0.038,,0
10/1/2011 10:00,2011,10,10,0,0,sandy loam,0.017,0.051,,0
10/1/2011 11:00,2011,10,11,0,0,sandy loam,0.017,0.061,,0
10/1/2011 12:00,2011,10,12,0,0,sandy loam,0.017,0.063,,0
10/1/2011 13:00,2011,10,13,0,0,sandy loam,0.017,0.063,,0
10/1/2011 14:00,2011,10,14,0,0,sandy loam,0.017,0.058,,0
10/1/2011 15:00,2011,10,15,0,0,sandy loam,0.017,0.043,,0
10/1/2011 16:00,2011,10,16,0,0,sandy loam,0.017,0.029,,0
10/1/2011 17:00,2011,10,17,0,0,sandy loam,0.017,0.012,,0
10/1/2011 18:00,2011,10,18,0,0,sandy loam,0.017,0.002,,0
10/1/2011 19:00,2011,10,19,0,0,sandy loam,0.017,0.001,,0
10/1/2011 20:00,2011,10,20,0,0,sandy loam,0.017,0.001,,0
10/1/2011 21:00,2011,10,21,0,0,sandy loam,0.017,0,,0
10/1/2011 22:00,2011,10,22,0,0,sandy loam,0.017,0,,0
10/1/2011 23:00,2011,10,23,0,0,sandy loam,0.017,0,,0
10/2/2011 0:00,2011,10,0,0,1.08,sandy loam,0.014,0,,0
10/2/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/2/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/2/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/2/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/2/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,1
10/2/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0.002,,0
10/2/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.01,,0
10/2/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.024,,0
10/2/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.037,,0
10/2/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.034,,0
10/2/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.046,,0
10/2/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.044,,0
10/2/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.049,,0
10/2/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.041,,0
10/2/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.038,,0
10/2/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.025,,0
10/2/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.013,,0
10/2/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.004,,0
10/2/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0.003,,0
10/2/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0.003,,0
10/2/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0.002,,0
10/2/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0.001,,0
10/2/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0,,0
10/3/2011 0:00,2011,10,0,0,0,sandy loam,0.014,0,,0
10/3/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/3/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/3/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/3/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/3/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,0
10/3/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0.001,,0
10/3/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.008,,0
10/3/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.022,,0
10/3/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.03,,0
10/3/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.025,,0
10/3/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.045,,0
10/3/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.051,,0
10/3/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.054,,0
10/3/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.049,,0
10/3/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.037,,0
10/3/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.024,,0
10/3/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.014,,0
10/3/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.006,,0
10/3/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0.003,,0
10/3/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0.002,,0
10/3/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0.001,,0
10/3/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0,,0
10/3/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0,,0
10/4/2011 0:00,2011,10,0,0,0,sandy loam,0.014,0,,0
10/4/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/4/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/4/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/4/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/4/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,0
10/4/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0.002,,0
10/4/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.009,,0
10/4/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.016,,0
10/4/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.025,,0
10/4/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.038,,0
10/4/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.055,,0
10/4/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.055,,0
10/4/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.044,,0
10/4/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.045,,0
10/4/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.037,,0
10/4/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.021,,0
10/4/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.011,,0
10/4/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.006,,0
10/4/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0.003,,0
10/4/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0.001,,0
10/4/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0.001,,0
10/4/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0.001,,0
10/4/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0.001,,0
10/5/2011 0:00,2011,10,0,0,0,sandy loam,0.015,0.001,,0
10/5/2011 1:00,2011,10,1,0,0,sandy loam,0.015,0,,0
10/5/2011 2:00,2011,10,2,0,0,sandy loam,0.015,0,,0
10/5/2011 3:00,2011,10,3,0,0,sandy loam,0.015,0,,0
10/5/2011 4:00,2011,10,4,0,0,sandy loam,0.015,0,,0
10/5/2011 5:00,2011,10,5,0,0,sandy loam,0.015,0,,0
10/5/2011 6:00,2011,10,6,0,0,sandy loam,0.015,0.001,,0
10/5/2011 7:00,2011,10,7,0,0,sandy loam,0.015,0.009,,0
10/5/2011 8:00,2011,10,8,0,0,sandy loam,0.015,0.024,,0
10/5/2011 9:00,2011,10,9,0,0,sandy loam,0.015,0.034,,0
10/5/2011 10:00,2011,10,10,0,0,sandy loam,0.015,0.043,,0
10/5/2011 11:00,2011,10,11,0,0,sandy loam,0.015,0.056,,0
10/5/2011 12:00,2011,10,12,0,0,sandy loam,0.015,0.059,,0
10/5/2011 13:00,2011,10,13,0,0,sandy loam,0.015,0.054,,0
10/5/2011 14:00,2011,10,14,0,0,sandy loam,0.015,0.052,,0
10/5/2011 15:00,2011,10,15,0,0,sandy loam,0.015,0.043,,0
10/5/2011 16:00,2011,10,16,0,0,sandy loam,0.015,0.03,,0
10/5/2011 17:00,2011,10,17,0,0,sandy loam,0.015,0.017,,0
10/5/2011 18:00,2011,10,18,0,0,sandy loam,0.015,0.008,,0
10/5/2011 19:00,2011,10,19,0,0,sandy loam,0.015,0.004,,0
10/5/2011 20:00,2011,10,20,0,0,sandy loam,0.015,0.002,,0
10/5/2011 21:00,2011,10,21,0,0,sandy loam,0.015,0.001,,0
10/5/2011 22:00,2011,10,22,0,0,sandy loam,0.015,0.001,,0
10/5/2011 23:00,2011,10,23,0,0,sandy loam,0.015,0,,0
10/6/2011 0:00,2011,10,0,0,1.08,sandy loam,0.014,0,,0
10/6/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/6/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/6/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/6/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/6/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,1
10/6/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0.001,,0
10/6/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.009,,0
10/6/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.022,,0
10/6/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.026,,0
10/6/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.032,,0
10/6/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.049,,0
10/6/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.059,,0
10/6/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.059,,0
10/6/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.053,,0
10/6/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.043,,0
10/6/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.027,,0
10/6/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.014,,0
10/6/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.006,,0
10/6/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0.005,,0
10/6/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0.004,,0
10/6/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0.003,,0
10/6/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0.003,,0
10/6/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0.005,,0
10/7/2011 0:00,2011,10,0,0,0,sandy loam,0.012,0.006,,0
10/7/2011 1:00,2011,10,1,0,0,sandy loam,0.012,0.003,,0
10/7/2011 2:00,2011,10,2,0,0,sandy loam,0.012,0.002,,0
10/7/2011 3:00,2011,10,3,0,0,sandy loam,0.012,0.001,,0
10/7/2011 4:00,2011,10,4,0,0,sandy loam,0.012,0.001,,0
10/7/2011 5:00,2011,10,5,0,0,sandy loam,0.012,0,,0
10/7/2011 6:00,2011,10,6,0,0,sandy loam,0.012,0.003,,0
10/7/2011 7:00,2011,10,7,0,0,sandy loam,0.012,0.009,,0
10/7/2011 8:00,2011,10,8,0,0,sandy loam,0.012,0.02,,0
10/7/2011 9:00,2011,10,9,0,0,sandy loam,0.012,0.028,,0
10/7/2011 10:00,2011,10,10,0.2032,0,sandy loam,0.012,0.027,,0
10/7/2011 11:00,2011,10,11,0,0,sandy loam,0.012,0.028,,0
10/7/2011 12:00,2011,10,12,0.0508,0,sandy loam,0.012,0.029,,0
10/7/2011 13:00,2011,10,13,0,0,sandy loam,0.012,0.042,,0
10/7/2011 14:00,2011,10,14,0,0,sandy loam,0.012,0.035,,0
10/7/2011 15:00,2011,10,15,0,0,sandy loam,0.012,0.025,,0
10/7/2011 16:00,2011,10,16,0,0,sandy loam,0.012,0.018,,0
10/7/2011 17:00,2011,10,17,0,0,sandy loam,0.012,0.009,,0
10/7/2011 18:00,2011,10,18,0,0,sandy loam,0.012,0.004,,0
10/7/2011 19:00,2011,10,19,0,0,sandy loam,0.012,0.002,,0
10/7/2011 20:00,2011,10,20,0,0,sandy loam,0.012,0.002,,0
10/7/2011 21:00,2011,10,21,0,0,sandy loam,0.012,0.001,,0
10/7/2011 22:00,2011,10,22,0,0,sandy loam,0.012,0.001,,0
10/7/2011 23:00,2011,10,23,0.254,0,sandy loam,0.012,0.001,,0
10/8/2011 0:00,2011,10,0,0.0254,0,sandy loam,0.006,0.001,,0
10/8/2011 1:00,2011,10,1,0.0508,0,sandy loam,0.006,0,,0
10/8/2011 2:00,2011,10,2,0,0,sandy loam,0.006,0,,0
10/8/2011 3:00,2011,10,3,0.0254,0,sandy loam,0.006,0,,0
10/8/2011 4:00,2011,10,4,0,0,sandy loam,0.006,0,,0
10/8/2011 5:00,2011,10,5,0,0,sandy loam,0.006,0,,0
10/8/2011 6:00,2011,10,6,0,0,sandy loam,0.006,0.001,,0
10/8/2011 7:00,2011,10,7,0,0,sandy loam,0.006,0.005,,0
10/8/2011 8:00,2011,10,8,0.0508,0,sandy loam,0.006,0.01,,0
10/8/2011 9:00,2011,10,9,0.2286,0,sandy loam,0.006,0.014,,0
10/8/2011 10:00,2011,10,10,0.0254,0,sandy loam,0.006,0.024,,0
10/8/2011 11:00,2011,10,11,0.762,0,sandy loam,0.006,0.008,,0
10/8/2011 12:00,2011,10,12,4.3688,0,sandy loam,0.006,0.002,,0
10/8/2011 13:00,2011,10,13,2.0828,0,sandy loam,0.006,0.001,,0
10/8/2011 14:00,2011,10,14,2.413,0,sandy loam,0.006,0,,0
10/8/2011 15:00,2011,10,15,1.2446,0,sandy loam,0.006,0,,0
10/8/2011 16:00,2011,10,16,0.5842,0,sandy loam,0.006,0,,0
10/8/2011 17:00,2011,10,17,0.4572,0,sandy loam,0.006,0,,0
10/8/2011 18:00,2011,10,18,0.3048,0,sandy loam,0.006,0,,0
10/8/2011 19:00,2011,10,19,0.2032,0,sandy loam,0.006,0,,0
10/8/2011 20:00,2011,10,20,0.3556,0,sandy loam,0.006,0.001,,0
10/8/2011 21:00,2011,10,21,0.381,0,sandy loam,0.006,0.001,,0
10/8/2011 22:00,2011,10,22,0.3556,0,sandy loam,0.006,0.002,,0
10/8/2011 23:00,2011,10,23,0.4572,0,sandy loam,0.006,0.002,,0
10/9/2011 0:00,2011,10,0,0,1.07,sandy loam,0.012,0.002,,0
10/9/2011 1:00,2011,10,1,0.0254,0,sandy loam,0.012,0.002,,0
10/9/2011 2:00,2011,10,2,0.0254,0,sandy loam,0.012,0.002,,0
10/9/2011 3:00,2011,10,3,0.0254,0,sandy loam,0.012,0.001,,0
10/9/2011 4:00,2011,10,4,0,0,sandy loam,0.012,0.002,,0
10/9/2011 5:00,2011,10,5,0.0254,0,sandy loam,0.012,0.001,,1
10/9/2011 6:00,2011,10,6,0.0254,0,sandy loam,0.012,0.001,,0
10/9/2011 7:00,2011,10,7,0,0,sandy loam,0.012,0.006,,0
10/9/2011 8:00,2011,10,8,0,0,sandy loam,0.012,0.017,,0
10/9/2011 9:00,2011,10,9,0,0,sandy loam,0.012,0.033,,0
10/9/2011 10:00,2011,10,10,0,0,sandy loam,0.012,0.043,,0
10/9/2011 11:00,2011,10,11,0,0,sandy loam,0.012,0.027,,0
10/9/2011 12:00,2011,10,12,0,0,sandy loam,0.012,0.035,,0
10/9/2011 13:00,2011,10,13,0,0,sandy loam,0.012,0.028,,0
10/9/2011 14:00,2011,10,14,0.1016,0,sandy loam,0.012,0.013,,0
10/9/2011 15:00,2011,10,15,0,0,sandy loam,0.012,0.017,,0
10/9/2011 16:00,2011,10,16,0,0,sandy loam,0.012,0.015,,0
10/9/2011 17:00,2011,10,17,0,0,sandy loam,0.012,0.005,,0
10/9/2011 18:00,2011,10,18,0,0,sandy loam,0.012,0.001,,0
10/9/2011 19:00,2011,10,19,0,0,sandy loam,0.012,0,,0
10/9/2011 20:00,2011,10,20,0,0,sandy loam,0.012,0,,0
10/9/2011 21:00,2011,10,21,0,0,sandy loam,0.012,0,,0
10/9/2011 22:00,2011,10,22,0,0,sandy loam,0.012,0,,0
10/9/2011 23:00,2011,10,23,0,0,sandy loam,0.012,0,,0
10/10/2011 0:00,2011,10,0,0,0,sandy loam,0.014,0,,0
10/10/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/10/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/10/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/10/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/10/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,0
10/10/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0,,0
10/10/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.008,,0
10/10/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.021,,0
10/10/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.035,,0
10/10/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.038,,0
10/10/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.046,,0
10/10/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.052,,0
10/10/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.044,,0
10/10/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.045,,0
10/10/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.038,,0
10/10/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.025,,0
10/10/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.007,,0
10/10/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.001,,0
10/10/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0,,0
10/10/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0,,0
10/10/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0,,0
10/10/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0,,0
10/10/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0,,0
10/11/2011 0:00,2011,10,0,0,0,sandy loam,0.014,0,,0
10/11/2011 1:00,2011,10,1,0,0,sandy loam,0.014,0,,0
10/11/2011 2:00,2011,10,2,0,0,sandy loam,0.014,0,,0
10/11/2011 3:00,2011,10,3,0,0,sandy loam,0.014,0,,0
10/11/2011 4:00,2011,10,4,0,0,sandy loam,0.014,0,,0
10/11/2011 5:00,2011,10,5,0,0,sandy loam,0.014,0,,0
10/11/2011 6:00,2011,10,6,0,0,sandy loam,0.014,0,,0
10/11/2011 7:00,2011,10,7,0,0,sandy loam,0.014,0.008,,0
10/11/2011 8:00,2011,10,8,0,0,sandy loam,0.014,0.023,,0
10/11/2011 9:00,2011,10,9,0,0,sandy loam,0.014,0.035,,0
10/11/2011 10:00,2011,10,10,0,0,sandy loam,0.014,0.038,,0
10/11/2011 11:00,2011,10,11,0,0,sandy loam,0.014,0.058,,0
10/11/2011 12:00,2011,10,12,0,0,sandy loam,0.014,0.059,,0
10/11/2011 13:00,2011,10,13,0,0,sandy loam,0.014,0.049,,0
10/11/2011 14:00,2011,10,14,0,0,sandy loam,0.014,0.045,,0
10/11/2011 15:00,2011,10,15,0,0,sandy loam,0.014,0.042,,0
10/11/2011 16:00,2011,10,16,0,0,sandy loam,0.014,0.024,,0
10/11/2011 17:00,2011,10,17,0,0,sandy loam,0.014,0.009,,0
10/11/2011 18:00,2011,10,18,0,0,sandy loam,0.014,0.002,,0
10/11/2011 19:00,2011,10,19,0,0,sandy loam,0.014,0.001,,0
10/11/2011 20:00,2011,10,20,0,0,sandy loam,0.014,0,,0
10/11/2011 21:00,2011,10,21,0,0,sandy loam,0.014,0,,0
10/11/2011 22:00,2011,10,22,0,0,sandy loam,0.014,0,,0
10/11/2011 23:00,2011,10,23,0,0,sandy loam,0.014,0,,0
10/12/2011 0:00,2011,10,0,0,0,sandy loam,0.015,0,,0
10/12/2011 1:00,2011,10,1,0,0,sandy loam,0.015,0,,0
10/12/2011 2:00,2011,10,2,0,0,sandy loam,0.015,0,,0
10/12/2011 3:00,2011,10,3,0,0,sandy loam,0.015,0,,0
10/12/2011 4:00,2011,10,4,0,0,sandy loam,0.015,0,,0
10/12/2011 5:00,2011,10,5,0,0,sandy loam,0.015,0,,0
10/12/2011 6:00,2011,10,6,0,0,sandy loam,0.015,0,,0
10/12/2011 7:00,2011,10,7,0,0,sandy loam,0.015,0.008,,0
10/12/2011 8:00,2011,10,8,0,0,sandy loam,0.015,0.022,,0
10/12/2011 9:00,2011,10,9,0,0,sandy loam,0.015,0.041,,0
10/12/2011 10:00,2011,10,10,0,0,sandy loam,0.015,0.05,,0
10/12/2011 11:00,2011,10,11,0,0,sandy loam,0.015,0.052,,0
10/12/2011 12:00,2011,10,12,0,0,sandy loam,0.015,0.049,,0
10/12/2011 13:00,2011,10,13,0,0,sandy loam,0.015,0.058,,0
10/12/2011 14:00,2011,10,14,0,0,sandy loam,0.015,0.045,,0
10/12/2011 15:00,2011,10,15,0,0,sandy loam,0.015,0.043,,0
10/12/2011 16:00,2011,10,16,0,0,sandy loam,0.015,0.031,,0
10/12/2011 17:00,2011,10,17,0,0,sandy loam,0.015,0.008,,0
10/12/2011 18:00,2011,10,18,0,0,sandy loam,0.015,0.003,,0
10/12/2011 19:00,2011,10,19,0,0,sandy loam,0.015,0.002,,0
10/12/2011 20:00,2011,10,20,0,0,sandy loam,0.015,0,,0
10/12/2011 21:00,2011,10,21,0,0,sandy loam,0.015,0,,0
10/12/2011 22:00,2011,10,22,0,0,sandy loam,0.015,0,,0
10/12/2011 23:00,2011,10,23,0,0,sandy loam,0.015,0,,0
10/13/2011 0:00,2011,10,0,0,1.09,sandy loam,0.013,0,,0
10/13/2011 1:00,2011,10,1,0,0,sandy loam,0.013,0,,0
10/13/2011 2:00,2011,10,2,0,0,sandy loam,0.013,0,,0
10/13/2011 3:00,2011,10,3,0,0,sandy loam,0.013,0,,0
10/13/2011 4:00,2011,10,4,0,0,sandy loam,0.013,0,,0
10/13/2011 5:00,2011,10,5,0,0,sandy loam,0.013,0,,1
10/13/2011 6:00,2011,10,6,0,0,sandy loam,0.013,0,,0
10/13/2011 7:00,2011,10,7,0,0,sandy loam,0.013,0.009,,0
10/13/2011 8:00,2011,10,8,0,0,sandy loam,0.013,0.023,,0
10/13/2011 9:00,2011,10,9,0,0,sandy loam,0.013,0.038,,0
10/13/2011 10:00,2011,10,10,0,0,sandy loam,0.013,0.049,,0
10/13/2011 11:00,2011,10,11,0,0,sandy loam,0.013,0.06,,0
10/13/2011 12:00,2011,10,12,0,0,sandy loam,0.013,0.042,,0
10/13/2011 13:00,2011,10,13,0,0,sandy loam,0.013,0.055,,0
10/13/2011 14:00,2011,10,14,0,0,sandy loam,0.013,0.025,,0
10/13/2011 15:00,2011,10,15,0.0254,0,sandy loam,0.013,0.017,,0
10/13/2011 16:00,2011,10,16,0.3302,0,sandy loam,0.013,0.012,,0
10/13/2011 17:00,2011,10,17,0,0,sandy loam,0.013,0.003,,0
10/13/2011 18:00,2011,10,18,0,0,sandy loam,0.013,0.001,,0
10/13/2011 19:00,2011,10,19,0,0,sandy loam,0.013,0.001,,0
10/13/2011 20:00,2011,10,20,0,0,sandy loam,0.013,0,,0
10/13/2011 21:00,2011,10,21,0,0,sandy loam,0.013,0,,0
10/13/2011 22:00,2011,10,22,0,0,sandy loam,0.013,0,,0
10/13/2011 23:00,2011,10,23,0,0,sandy loam,0.013,0,,0
10/14/2011 0:00,2011,10,0,0,0,sandy loam,0.012,0,,0
10/14/2011 1:00,2011,10,1,0,0,sandy loam,0.012,0,,0
10/14/2011 2:00,2011,10,2,0,0,sandy loam,0.012,0,,0
10/14/2011 3:00,2011,10,3,0,0,sandy loam,0.012,0,,0
10/14/2011 4:00,2011,10,4,0,0,sandy loam,0.012,0,,0
10/14/2011 5:00,2011,10,5,0,0,sandy loam,0.012,0,,0
10/14/2011 6:00,2011,10,6,0,0,sandy loam,0.012,0,,0
10/14/2011 7:00,2011,10,7,0,0,sandy loam,0.012,0.005,,0
10/14/2011 8:00,2011,10,8,0,0,sandy loam,0.012,0.02,,0
10/14/2011 9:00,2011,10,9,0,0,sandy loam,0.012,0.024,,0
10/14/2011 10:00,2011,10,10,0,0,sandy loam,0.012,0.026,,0
10/14/2011 11:00,2011,10,11,0,0,sandy loam,0.012,0.037,,0
10/14/2011 12:00,2011,10,12,0,0,sandy loam,0.012,0.049,,0
10/14/2011 13:00,2011,10,13,0,0,sandy loam,0.012,0.036,,0
10/14/2011 14:00,2011,10,14,0,0,sandy loam,0.012,0.029,,0
10/14/2011 15:00,2011,10,15,0,0,sandy loam,0.012,0.023,,0
10/14/2011 16:00,2011,10,16,0,0,sandy loam,0.012,0.018,,0
10/14/2011 17:00,2011,10,17,0,0,sandy loam,0.012,0.007,,0
10/14/2011 18:00,2011,10,18,0,0,sandy loam,0.012,0.002,,0
10/14/2011 19:00,2011,10,19,0,0,sandy loam,0.012,0.001,,0
10/14/2011 20:00,2011,10,20,0,0,sandy loam,0.012,0,,0
10/14/2011 21:00,2011,10,21,0,0,sandy loam,0.012,0,,0
10/14/2011 22:00,2011,10,22,0,0,sandy loam,0.012,0,,0
10/14/2011 23:00,2011,10,23,0,0,sandy loam,0.012,0,,0
10/15/2011 0:00,2011,10,0,0,0,sandy loam,0.005,0,,0
10/15/2011 1:00,2011,10,1,0,0,sandy loam,0.005,0,,0
10/15/2011 2:00,2011,10,2,0,0,sandy loam,0.005,0,,0
10/15/2011 3:00,2011,10,3,0,0,sandy loam,0.005,0,,0
10/15/2011 4:00,2011,10,4,0,0,sandy loam,0.005,0.001,,0
10/15/2011 5:00,2011,10,5,0,0,sandy loam,0.005,0,,0
10/15/2011 6:00,2011,10,6,0,0,sandy loam,0.005,0.001,,0
10/15/2011 7:00,2011,10,7,0,0,sandy loam,0.005,0.004,,0
10/15/2011 8:00,2011,10,8,0,0,sandy loam,0.005,0.009,,0
10/15/2011 9:00,2011,10,9,0,0,sandy loam,0.005,0.014,,0
10/15/2011 10:00,2011,10,10,0,0,sandy loam,0.005,0.019,,0
10/15/2011 11:00,2011,10,11,0,0,sandy loam,0.005,0.015,,0
10/15/2011 12:00,2011,10,12,0,0,sandy loam,0.005,0.016,,0
10/15/2011 13:00,2011,10,13,0,0,sandy loam,0.005,0.013,,0
10/15/2011 14:00,2011,10,14,0.0254,0,sandy loam,0.005,0.01,,0
10/15/2011 15:00,2011,10,15,0.0508,0,sandy loam,0.005,0.005,,0
10/15/2011 16:00,2011,10,16,0.254,0,sandy loam,0.005,0.003,,0
10/15/2011 17:00,2011,10,17,0.0254,0,sandy loam,0.005,0.002,,0
10/15/2011 18:00,2011,10,18,0.1778,0,sandy loam,0.005,0.001,,0
10/15/2011 19:00,2011,10,19,0.0254,0,sandy loam,0.005,0.001,,0
10/15/2011 20:00,2011,10,20,0,0,sandy loam,0.005,0.001,,0
10/15/2011 21:00,2011,10,21,0,0,sandy loam,0.005,0.001,,0
10/15/2011 22:00,2011,10,22,0,0,sandy loam,0.005,0.001,,0
10/15/2011 23:00,2011,10,23,0,0,sandy loam,0.005,0.001,,0
